Produzione (kg),Prezzo (€/kg),Area Coltivata (ha),Tipo di Coltura,Numero di Lavoratori,Stagione di Raccolta,Tipo di Terreno,Regione,Metodo di Coltivazione,Successo Produzione Stagionale,Predict
6614.809890948109,0.43397387543874066,156.01907537481318,4.0,29.0,2.0,Boschivo,Nord,Biologico,True,2693.929678991687
5061.742995870359,2.8590353167651825,71.7353172335772,3.0,30.0,7.0,Montano,Centro,Biologico,False,2047.1177935182168
4358.625399813769,1.3461487092713964,110.45257405100023,4.660423276871811,33.0,2.0,Agricolo,Centro,Tradizionale,False,1777.7859321408077
4577.465539495636,1.1961016727560896,127.17870166544915,4.0,38.0,6.0,Boschivo,Centro,Biologico,False,1870.3398262978894
2618.7925836860145,3.3346022804485367,108.33162678034118,7.0,34.0,3.0,Boschivo,Sud,Biologico,False,1082.1165215085082
5575.692468922759,0.9381717452023691,103.5629476331793,4.0,31.0,3.0,Agricolo,Centro,Biologico,True,2262.5458718590576
3516.5752771643056,0.2947059951587716,99.02972264933246,1.0,31.0,7.0,,Sud,Tradizionale,False,1436.639027660522
6171.985883234138,0.9685176778580723,112.26800322886348,3.0,35.0,5.0,Boschivo,Sud,Tradizionale,True,2503.374754262314
5336.855100112317,3.0191828066972066,57.49824990419057,4.0,36.0,8.0,Boschivo,Centro,Biologico,True,2153.191515016184
3988.0196471773093,2.0620248246622115,85.30100828428237,2.0,29.0,10.0,Boschivo,Centro,Tradizionale,False,3478.2426497357187
3389.668905582521,3.215659807822865,93.86076083245877,2.0,25.0,12.0,Agricolo,Centro,Tradizionale,False,
5358.4734559888075,2.8663261056885903,113.66471199851703,5.0,29.0,6.0,,Sud,Biologico,True,2178.9887959950784
5261.506896778836,2.527966623012801,101.1629915016325,3.0,34.0,3.0,Boschivo,Centro,Biologico,True,2135.8516561620245
6425.624852588075,3.7865461427774365,88.85214004859449,3.0,23.0,4.0,Agricolo,Nord,Biologico,True,2597.805583049809
4967.56845207632,0.30063325451262113,95.17251165450655,3.0,31.0,8.0,Agricolo,Nord,Biologico,False,2016.47913432688
8075.547071447054,0.4300574134398999,76.98359790951858,3.0,29.0,1.0,Agricolo,Centro,Biologico,True,
7157.842108890697,4.374230772217505,44.90872652562521,4.0,30.0,,Boschivo,,Tradizionale,True,2877.809461513966
3598.8400577765215,3.314561563902844,80.279560620985,1.0,31.0,5.0,Agricolo,Sud,Biologico,False,1463.9198912969043
8215.80231871181,3.190079599441858,121.338270381975,7.0,31.0,6.0,Agricolo,Nord,Tradizionale,False,1536.084591627861
4902.764023469248,2.1471733752840976,95.61492503519821,1.0,,7.0,Boschivo,Sud,Biologico,False,1990.0900868982587
6693.756250171315,0.4654884672499532,93.01867519064953,1.0,28.0,1.0,Agricolo,Centro,Biologico,True,2705.708102625721
4387.269947794807,0.5085546579941669,84.11179412817619,5.0,28.0,5.0,Agricolo,Centro,Tradizionale,,1781.6415173563757
7222.620120730711,0.6027459445550581,65.57530587688566,2.0,33.0,10.908506055947074,Agricolo,Nord,Biologico,True,2909.3206400553504
4554.480645279007,3.7719878232532027,103.46926675141715,2.0,18.0,7.0,Boschivo,,Tradizionale,False,1853.433038137028
3913.602066742145,4.005730900648196,82.41104234035636,4.0,34.0,8.0,Agricolo,,Biologico,False,1591.3641393989649
1494.8136781505418,2.836833779637301,87.47072409867904,2.0,32.0,2.0,,Sud,Tradizionale,False,624.7666884898206
3540.3947877050414,4.034077442642551,,6.0,,7.0,Agricolo,Centro,Tradizionale,False,1442.0308751618722
3620.348441870454,4.520581684518894,116.3197100497595,6.0,,5.0,Boschivo,Centro,Biologico,False,1484.8352897631094
4467.829597757436,4.55525354087008,,4.0,33.0,6.0,Agricolo,Centro,,False,1816.7999723227265
5379.730341479178,0.10984326618279694,136.90902972640745,3.0,32.0,10.0,Agricolo,Centro,Tradizionale,True,2193.8648455095936
5312.3479938810815,0.517284790778243,143.57482326420356,4.0,32.0,4.0,Agricolo,Sud,Biologico,True,2169.2116445316938
5978.019247165527,4.965031494914345,136.33661405007763,3.0,23.0,6.0,Montano,Centro,Biologico,True,2433.0086830812343
6487.223244081573,3.808933023917781,144.87934130589306,6.0,32.0,6.0,Boschivo,Centro,Biologico,True,2640.1531000243976
5901.285383603642,4.925962324368614,98.5472748520089,4.0,33.0,4.0,Montano,Sud,Biologico,True,2391.2783358970596
3669.6196346715706,1.2314401263851382,118.21204595203375,3.0,27.0,6.0,Montano,,Biologico,False,1504.2114676542385
5594.608622785558,2.7285138639716227,,1.0,,5.0,Montano,Sud,Biologico,True,2279.434987103995
4785.47619290004,4.824947232041887,111.16763060182967,3.0,32.0,12.0,Agricolo,Nord,Tradizionale,False,1948.440766340565
8215.80231871181,0.7375750481533988,77.34348011559405,3.0,28.0,7.0,Boschivo,Centro,Biologico,False,1852.3261639776517
8778.201396329743,4.307265435431971,89.51791343472448,4.0,38.0,5.0,Agricolo,Sud,Biologico,True,3539.3359325623146
5097.735613777427,0.799388776405715,59.4209009053669,3.0,35.0,3.0,Agricolo,Nord,Biologico,True,2057.820515782581
4513.800606187607,0.8365988927122303,107.81345146349373,2.0,31.0,1.0,Agricolo,Centro,Biologico,False,1838.4642779140909
4560.619624462423,2.798425605314707,100.24677669804159,,38.0,0.0,Agricolo,Nord,Biologico,,1855.221882794382
5700.047214200776,2.145347440370819,93.94616962474389,,33.0,2.0,Agricolo,Centro,Biologico,True,2308.802736567733
4859.956575433938,1.877680588011295,120.54528570196241,6.0,,3.0,Agricolo,Sud,Biologico,False,1981.946215884164
6021.6960856799415,1.158438098711854,154.78217424384752,,37.0,9.0,Boschivo,Sud,Tradizionale,True,2455.713086545131
6725.564155662759,4.306895438098777,135.88439953097287,1.0,26.0,4.0,Montano,Sud,Biologico,True,2731.290982124396
7543.734675178584,2.718769286693278,104.99064726945078,1.0,29.0,,Boschivo,Nord,Biologico,True,3049.2910642522693
7270.984398276552,,68.1397303194591,1.0,33.0,,Montano,Centro,Tradizionale,True,2929.135678406459
3045.578867279306,3.548321478559447,89.48644083110712,2.0,19.0,11.0,Agricolo,Centro,Biologico,False,1245.6774791610546
4979.440002259724,3.904122870257494,57.572381791584206,4.0,36.0,,,Centro,Tradizionale,False,2010.2477154413648
6562.504505980513,4.957332335623547,112.0310531927883,3.0,26.0,6.0,Montano,Nord,Biologico,True,2659.511118350042
6393.128515382503,3.266624206368216,123.04884270980529,4.660423276871811,18.0,9.0,Boschivo,Centro,Biologico,True,2595.366058965943
3138.49830105161,2.6034886961944665,117.38643565933222,2.0,29.0,7.0,Montano,Centro,Tradizionale,False,1291.2152511184436
3835.4878012384233,,76.18930193715627,1.0,28.0,6.0,Boschivo,Sud,Tradizionale,False,1557.3519110765162
,3.1547040365423165,78.1583323666833,4.660423276871811,27.0,4.0,Boschivo,Centro,Biologico,True,2655.3289637322737
,1.7270372935720968,107.58752339318048,5.0,27.0,9.0,Montano,Sud,,False,1186.70141049971
3205.6044794436157,2.215099627153288,117.66136001225043,4.0,30.0,8.0,Agricolo,Nord,Biologico,False,1318.7401997811216
6019.215942301056,0.6370888911322797,69.71758999547092,1.0,43.0,7.0,Agricolo,Nord,Biologico,True,2428.901653919064
4921.939206547198,0.8648412323130972,,,32.0,5.0,Agricolo,Centro,Biologico,False,1988.951189997706
2790.873458609975,2.609100976053011,92.97584013513509,3.0,32.0,10.0,,Sud,Biologico,False,1145.1421354845306
5451.163509726343,2.188540386099471,110.01422531173688,3.0,36.0,7.0,,Centro,Biologico,True,2214.3696714840585
4507.42411033351,1.5937599959232602,135.45568506691916,1.0,24.0,2.0,Montano,Nord,Tradizionale,False,3478.2426497357187
3107.8944586944663,1.5450217047375974,93.85602137401716,2.0,32.0,7.0,Boschivo,Centro,Biologico,False,1271.9145898899917
5664.819770070766,3.1837224621362337,116.50808880379606,4.0,27.0,5.0,Boschivo,Centro,Biologico,True,2302.080334669445
5141.055397781694,1.916771849853176,91.21891065378789,5.0,46.0,4.0,Boschivo,Centro,Biologico,True,2085.2878323088144
10000.0,0.26211368066156093,123.8178486261499,3.0,28.0,1.0,Montano,Centro,,True,4038.045354587845
6895.7042922864675,0.6623934230438583,102.80900583129984,0.0,27.0,5.0,Montano,Sud,Tradizionale,True,2789.1244186639774
5124.180176217086,2.570902922142947,92.80138702374991,4.0,21.0,2.0,Agricolo,Sud,Biologico,True,2078.712486593959
6373.192241109544,4.727225799127103,94.5392975024018,6.0,34.0,10.908506055947074,Montano,Centro,Biologico,True,2579.4386856945384
2715.8405196081553,4.48409660876554,151.75584206602537,4.660423276871811,20.0,6.0,Boschivo,Nord,Tradizionale,,
6067.361622301947,4.2107359519343595,117.25826040122806,4.0,24.0,8.0,Agricolo,Centro,Biologico,True,2463.3221270411473
5307.9207277339265,0.6249398579705678,104.06183424991735,5.0,24.0,12.0,Montano,Nord,Tradizionale,True,2155.886841368546
5961.1705921999555,3.088437843947766,120.75228710089043,5.0,27.0,7.0,Boschivo,Sud,Biologico,True,2422.1939230102494
8608.962061709397,3.2419294791231685,71.64691685367839,1.0,39.0,4.0,Montano,Sud,Biologico,True,3465.378899739863
5402.384088755121,2.2366038450705727,130.49156784559747,1.0,,5.0,Agricolo,Sud,Tradizionale,,2200.401105855728
5097.576553585439,2.521117586808616,100.05205843757496,2.0,30.0,7.0,Montano,Sud,Biologico,True,2069.646238965448
5179.296499169448,3.2245088155315433,65.69973889894788,3.0,35.0,8.0,Agricolo,Centro,Biologico,True,2092.328521337464
5128.062523323454,0.1409698817885785,91.10658391265068,5.0,25.0,5.0,Boschivo,Nord,Biologico,True,2080.0569845031773
6838.559631784447,1.4558471936064614,59.43519848114483,2.0,33.0,3.0,Boschivo,Sud,,True,2753.8544122581225
5118.999791985062,1.458979221481026,119.21933104423054,2.0,27.0,3.0,Boschivo,Centro,Biologico,True,2083.965716107294
7070.626091626744,4.017014231648019,106.76465724552352,1.0,30.0,7.0,Agricolo,Nord,Biologico,True,2860.579833824355
5710.9315827562905,3.9238374184500375,89.46027963336998,1.0,36.0,1.0,Montano,Centro,Tradizionale,True,2311.5107169925277
2473.68792950895,2.508764803768206,,2.0,31.0,7.0,Boschivo,Nord,Biologico,False,1012.1957425545645
4565.602836731794,4.94646035253555,81.05505612413305,7.0,36.0,7.0,Agricolo,Sud,Biologico,,1852.6576515299575
3921.1522568934206,1.8710984325917557,98.19230343066178,2.0,,4.0,Boschivo,Sud,Biologico,,1598.5185937865667
7141.725683646823,,101.07413315706364,1.0,31.0,4.0,Agricolo,Sud,Tradizionale,True,2887.3125134058487
4936.617639284142,2.3961041296424086,143.73559677426024,6.0,23.0,3.0,Montano,Sud,Biologico,False,2019.5677347459348
4144.413045001614,0.7115627854279916,64.30474009916814,,48.33457708975222,7.0,Agricolo,Nord,Biologico,False,1677.956640030396
2483.2844530217067,3.373811856258852,94.08976251970768,4.0,35.0,7.0,Agricolo,Centro,Biologico,False,
3759.9456030336582,2.5687788254247756,67.32308774984573,3.0,37.0,5.0,Montano,Centro,Biologico,False,1525.0751675384172
4499.668112165923,,80.7025678373498,3.0,40.0,10.0,,,Biologico,False,1824.9780152175742
4649.333142065374,0.3237085971422765,142.33523447235027,3.0,23.0,4.0,,Centro,Tradizionale,False,1903.333827167855
5755.958601894485,4.737941284977886,106.26928686462333,2.0,28.0,7.0,Montano,Nord,Biologico,True,2334.8642268171807
3369.218392747742,2.0890849628535295,144.54903066532728,4.660423276871811,20.0,8.0,Boschivo,Sud,Biologico,False,1391.9520662986952
2700.8382842573233,2.0720364376683156,93.13820464827387,6.0,21.0,4.0,Agricolo,Nord,Tradizionale,False,1110.0767750974114
4401.8729673264,0.6979589716463291,76.89133476097217,4.0,37.0,5.0,Boschivo,Sud,Biologico,False,1785.0165873588517
3747.5274887701353,3.152546500105091,92.2575362331499,5.0,30.0,8.0,Montano,Nord,Biologico,False,1528.1882563779993
5988.914961230791,1.9702321887005265,104.49035932586293,1.0,39.0,2.0,Agricolo,Sud,Biologico,True,2427.2130922900756
5604.624320950363,4.379152225691527,147.80221894742792,2.0,28.0,8.0,Boschivo,Nord,Tradizionale,True,2286.7903940643737
4949.650043623434,1.797692668401546,83.14959829103555,3.0,28.0,6.0,Boschivo,Sud,Tradizionale,False,
4069.34468579694,3.2488198132512407,86.40778651530303,1.0,27.0,9.0,Agricolo,Sud,Biologico,False,1653.960210273367
5919.998152618147,0.2549730749837237,80.36835736071995,1.0,32.0,4.0,Agricolo,Centro,Tradizionale,True,2392.4097682554752
4289.883219244999,4.4979017287450125,76.70036381968936,2.0,30.0,5.0,Montano,Centro,Biologico,False,1739.5633968439065
3337.71851886553,4.3602089210407655,109.38320957347045,6.0,34.0,7.0,Agricolo,Centro,Biologico,False,1369.7023704182532
5889.282296424121,4.105336012765564,122.28959635306728,0.0,34.0,6.0,Agricolo,Sud,Biologico,True,
5280.362754450918,0.853702377765217,78.60465689959753,5.0,18.0,3.0,Montano,Sud,Biologico,True,2137.2264988502466
6700.767281612719,1.9217414950911016,149.99315324098282,5.0,26.0,6.0,Agricolo,Nord,Tradizionale,True,2726.8048586173827
6633.76706754489,1.3232254187112908,79.13943595281305,1.0,29.0,8.0,Boschivo,Nord,Tradizionale,True,2677.5486578038003
4653.901283602752,3.5186631766965784,120.31220478491323,,33.0,6.0,Agricolo,Sud,Biologico,False,1898.554174876575
4140.591964950736,2.704922934421094,107.45786201460467,4.0,29.0,6.0,Montano,Centro,Tradizionale,False,1689.6741445846758
1545.9094370577645,4.095648968032114,152.01057257863167,3.0,32.0,8.0,Boschivo,Nord,Tradizionale,False,664.8669465966952
5366.776652002674,3.813022027353264,126.61283229389701,4.660423276871811,31.0,7.0,Agricolo,,Biologico,True,
2468.956630494099,1.5732574973765683,125.3067130475901,1.0,32.0,12.0,Agricolo,Nord,Biologico,False,1025.4746661119166
5245.811720870351,1.379221553433826,125.92823455226767,2.0,28.0,2.0,Agricolo,Centro,Biologico,True,2136.7031587138204
5190.462219347986,0.09844284109130796,102.15663717746216,1.0,35.0,,Boschivo,Sud,Biologico,True,2107.131878892433
5580.957476006761,1.2021678416563124,73.49148020410809,6.0,26.0,3.0,Montano,Centro,Tradizionale,True,2256.230434463937
6502.690915230149,0.42363349877360457,124.36966337097874,4.0,33.0,12.0,,Centro,,True,2639.5872651033533
6411.290730921782,0.3451496610117488,99.48960339002555,2.0,30.0,8.0,Agricolo,Nord,,True,2594.9631733857204
4708.191179931231,3.9849734707233275,88.27600159421584,3.0,29.0,5.0,Agricolo,Nord,Tradizionale,,1910.6592724507575
5489.920993722602,0.046176371327008026,140.46621540198666,3.0,24.0,7.0,Agricolo,Nord,Biologico,True,2239.008262109637
5556.521467981469,3.4271394417763945,125.77360602678708,4.0,24.0,6.0,Boschivo,Centro,Biologico,True,
2572.624198612629,0.451653662888592,73.23495079566754,4.0,27.0,10.908506055947074,Agricolo,Nord,Tradizionale,False,1052.220164683752
5082.8705891651,3.052990930929359,142.38613184453854,5.0,21.0,7.0,Agricolo,Nord,Tradizionale,True,2077.3640752194015
4704.958614026207,,69.54785054412613,2.0,28.0,7.0,Agricolo,Sud,Biologico,False,1903.4478007737207
6977.460173607541,3.419769623726248,107.83990477267707,6.0,28.0,4.0,Agricolo,Centro,Biologico,True,2825.13604087482
4689.239934756528,0.524272438306726,74.1400681879425,3.0,29.0,4.0,Agricolo,Sud,Tradizionale,False,1898.8379943589941
3763.840969499124,4.518855532611757,106.06395307689628,1.0,31.0,6.0,Montano,Nord,Tradizionale,False,1537.6555737227186
6828.717822456059,1.5869399047562434,120.17230548479851,4.0,26.0,6.0,Boschivo,Nord,Tradizionale,True,
3895.7055047295426,,93.23834249752154,1.0,41.0,6.0,Agricolo,Sud,Biologico,False,1586.5537046410734
6041.382302858305,0.8223653014968579,,1.0,20.0,6.0,Agricolo,Nord,Biologico,True,2448.9071725530216
,4.0081707262898645,118.48445730308154,2.0,48.33457708975222,7.0,Agricolo,Sud,Biologico,True,2969.537689910719
5808.540632521534,1.2545193859359522,100.88669938937836,,33.0,9.0,Agricolo,Sud,Tradizionale,True,2354.882262825427
,0.5238764480955937,93.97459751499969,5.0,23.0,10.0,Montano,Nord,Biologico,True,2179.9819711291548
3886.283026048475,4.87057849830265,,1.0,28.0,3.0,Agricolo,Sud,Biologico,False,1585.5565489153091
4353.441046825744,3.6063598529923775,131.56708313658183,3.0,21.0,5.0,Boschivo,Sud,Biologico,False,1781.7465436712723
5536.301377778171,2.109396744437838,85.3613520977215,1.0,27.0,6.0,Agricolo,Nord,Tradizionale,True,2240.4289567405854
5151.326284602442,3.9327265707402215,104.2481710418255,3.0,34.0,2.0,Boschivo,Nord,Biologico,True,2092.7049651535244
5686.269936205355,4.415124482125136,112.80852403494202,2.0,32.0,10.908506055947074,Agricolo,Nord,Biologico,True,2308.9505316926247
6628.280575460887,2.188933469655593,125.92220806250594,3.0,35.0,8.0,Montano,Sud,Biologico,True,2689.9888926031067
5512.933295766054,,,4.0,26.0,2.0,Boschivo,Nord,Biologico,True,2236.344658252629
5770.633810544052,2.2940377337256552,88.29472921357865,2.0,29.0,,,Centro,,True,2335.3419429816945
6817.722576346581,1.8904200891765348,117.49892939518864,1.0,26.0,8.0,Montano,,Biologico,True,2762.63870935719
4658.850196825182,3.454541334340928,57.05291157249015,3.0,25.0,,Boschivo,Sud,Tradizionale,False,1881.5559522018202
5459.291395707109,2.350103297954316,163.0530363317962,,26.0,4.0,Boschivo,Centro,Biologico,True,2233.532469182382
3123.025464008003,1.8105159022419737,,1.0,37.0,5.0,Agricolo,Nord,Biologico,False,1281.2957106651147
6482.917274317407,3.4181050260077415,94.89770897223389,4.0,,11.0,Agricolo,Centro,Tradizionale,True,2622.8362224186326
8215.80231871181,1.4692716609883583,122.28177090754969,1.0,26.0,5.0,Boschivo,Nord,Biologico,False,1938.2243963973597
4975.38810743038,2.4237125266310837,137.43781997124935,1.0,30.0,4.0,Agricolo,Nord,Tradizionale,,2031.686588963527
5146.635426942509,4.596767876093525,64.83903581267418,4.0,38.0,11.0,Boschivo,Centro,Biologico,True,2079.305881520806
4171.057132962603,2.959882400418982,79.54369434063658,3.0,32.0,4.0,,Centro,Tradizionale,False,1693.1859614872324
5520.367509814609,1.525823750453148,152.6901320834582,1.0,26.0,3.0,Agricolo,Centro,Biologico,True,2254.254043550881
5780.853231614425,4.48409660876554,91.4469249794159,4.660423276871811,33.0,6.0,Agricolo,Centro,Biologico,True,2340.0753701395947
4108.352727319115,3.042862756401802,126.61759495441311,1.0,36.0,6.0,Montano,Centro,Biologico,False,1681.62636941397
4613.879081809137,1.1372658283882753,65.3797319286081,6.0,17.0,3.0,Agricolo,Sud,Biologico,False,1866.965552302237
6105.505396901878,2.8117658108051993,102.46400732352491,2.0,19.0,9.0,Montano,Nord,Biologico,True,2473.541360957809
6099.200266579439,3.7833439122568375,,4.0,35.0,12.0,Agricolo,Centro,Tradizionale,True,2471.6534492765086
3903.084669754764,0.6563173382306303,84.7101867371021,,31.0,8.0,Boschivo,Sud,Tradizionale,False,1587.5469239230365
4819.778502720899,4.412435894511378,43.98958519745767,3.0,20.0,4.0,,Sud,Biologico,False,1942.008276647597
,0.8336590300492686,129.27213441754415,1.0,33.0,7.0,Montano,Centro,Biologico,True,2288.695823281181
6740.770094449147,1.0941029201848396,109.78931941994297,2.0,32.0,3.0,Agricolo,Nord,Biologico,True,2729.8448336056417
5925.977377531383,2.713562129355676,105.97024230001793,5.0,48.33457708975222,5.0,Boschivo,Nord,Biologico,True,2403.682023702559
2206.8538376258716,3.315678932447347,176.15362612665325,2.0,33.0,4.0,Boschivo,Nord,Biologico,False,923.7006036356048
6075.560258666537,4.094827491936086,81.43178966559006,5.0,27.0,5.0,Agricolo,Nord,Tradizionale,True,2456.1536403662917
,3.7103950291245025,115.31360845921803,2.0,35.0,5.0,Montano,Nord,Biologico,False,2003.425798560339
7284.525567581421,4.747162605341967,64.4910544020538,3.0,32.0,5.0,Agricolo,,Biologico,True,2934.057543353185
4662.355300678138,2.85569834176927,129.39368096042384,4.0,22.0,8.0,Agricolo,Centro,Biologico,False,1904.9602245593824
7059.444226352094,1.2835361207942153,78.6281837137698,6.0,33.0,,Montano,Sud,Tradizionale,True,2849.1661456549687
4472.539986801651,,130.40427903468157,2.0,23.0,7.0,Boschivo,Centro,Biologico,False,1828.7372784310649
5475.969288271789,0.3302459756877496,176.15362612665325,1.0,36.0,4.0,Agricolo,Sud,Tradizionale,True,2222.6205251987367
6540.916092786795,3.7546077163798692,133.38882340254986,3.0,27.0,9.0,Montano,Sud,Tradizionale,True,2657.2830841354835
4675.246656520261,4.56852108298727,83.3029745409511,3.0,32.0,3.0,Montano,Centro,Tradizionale,False,3478.2426497357187
4624.708011775802,1.5753720506466506,97.44900272493436,3.0,38.0,7.0,Agricolo,Centro,Biologico,False,1880.0179055278015
3788.170205579683,4.574440604877733,77.96716956692752,1.0,36.0,7.0,Boschivo,Centro,Biologico,False,
3207.8780237615338,0.3704514367808198,105.66177988827161,5.0,30.0,6.0,Boschivo,Centro,Tradizionale,False,1316.3497434710953
4672.149816872272,0.2150017725462139,145.81672562231992,2.0,26.0,7.0,Montano,Sud,Biologico,False,1913.2049444356048
6088.118838131219,2.9206814349656334,88.96558505985983,1.0,31.0,5.0,Agricolo,Nord,Biologico,True,3478.2426497357187
7416.530922589742,1.289442358328496,120.31212349396814,2.0,37.0,4.0,Agricolo,Centro,Biologico,True,3003.306006084087
3769.5319907925186,4.123880705516916,111.62167875764041,2.0,37.0,6.0,Agricolo,Centro,Biologico,False,1541.8992999442996
6347.817596992386,4.48409660876554,88.25449172325509,4.0,29.0,8.0,Agricolo,Nord,Biologico,True,2566.803386313931
1712.1659186227125,2.418449279611128,82.43070503360912,3.0,28.0,4.0,Boschivo,Centro,Biologico,False,710.4955789591678
4201.188826763677,4.103020434565784,104.5058913446014,0.0,30.0,6.0,Boschivo,Centro,Tradizionale,False,1711.8272981088512
5420.963567513684,3.3960403388361216,103.02605023103554,2.0,32.0,3.0,Agricolo,Centro,Biologico,True,2199.8932420747847
4695.876775777586,3.8988719513646237,,0.0,32.0,1.0,Boschivo,Centro,Biologico,False,
4288.377886025376,3.7395384883287166,96.0067942767723,1.0,25.0,6.0,Boschivo,Sud,Tradizionale,,1744.453192693182
6009.23546113052,2.546125991741098,131.0307048894798,6.0,27.0,11.0,Agricolo,Centro,Tradizionale,True,2444.803395919052
5978.663226675617,1.0844757506007396,104.99953558815578,1.0,33.0,2.0,Agricolo,Nord,Tradizionale,True,2423.2651513466935
5665.75252230802,0.21031306108137693,83.47486976131296,2.0,21.0,4.0,Montano,Nord,Biologico,True,2291.9434698516015
3273.695876418178,0.7569340206178649,59.44226209192827,3.0,28.0,11.0,Agricolo,Centro,Biologico,False,1328.2110291948497
4281.421923485075,3.5526151940439474,122.91799074807464,0.0,28.0,4.0,,Centro,Tradizionale,False,1749.4441666184525
3907.6263863062236,4.3295200641519855,107.42996380084809,0.0,31.0,4.0,,Sud,Biologico,False,1595.2795436627441
4202.865283579782,4.176339885559683,117.73542802273356,4.0,,6.0,Montano,Nord,Biologico,False,1717.666741838733
8215.80231871181,1.9272438445577078,89.12302292124784,3.0,25.0,6.0,Boschivo,Centro,Biologico,True,2402.639980716361
1520.370492835465,0.30631022254839824,158.02495986293104,3.0,33.0,3.0,Boschivo,Centro,Biologico,False,656.4556850930653
5465.283287509845,3.028665889011355,80.3059010963388,1.0,41.0,1.0,Agricolo,Sud,Biologico,True,2210.50508533284
8215.80231871181,3.1131116996725288,,6.0,25.0,8.0,Agricolo,Nord,Tradizionale,True,3267.6496234295646
4254.548728979321,2.1486912069500637,91.52873442524874,0.0,30.0,9.0,Boschivo,Centro,Biologico,False,1729.278111919303
3580.023268413741,3.7765354677116214,176.15362612665325,4.660423276871811,33.0,4.0,Montano,Centro,Biologico,False,1456.70192583293
5024.04038004211,2.252959453112629,89.72462070327289,4.0,27.0,8.0,Agricolo,Centro,Biologico,False,2037.733538227826
6280.450406297389,1.403762376898154,123.14516035595676,5.0,39.0,5.0,Boschivo,Centro,Tradizionale,True,2550.623710625743
5535.2218569555525,1.2404200831558017,84.20863030998052,5.0,25.0,10.908506055947074,Agricolo,Nord,Tradizionale,True,2240.8513318752152
8215.80231871181,4.781952707609463,89.15421611255786,6.0,31.0,,Boschivo,Nord,Tradizionale,True,2531.462772157264
1799.5106349550629,0.45182482323443685,64.75759040905464,0.0,32.0,8.0,Montano,Sud,Biologico,False,739.2315311047416
2503.3136818563853,3.7859085654507494,97.26126477807641,2.0,29.0,8.0,,Nord,Biologico,False,
4787.279369951245,3.9570254215307266,113.76430780302312,3.0,33.0,11.0,Boschivo,Centro,Tradizionale,False,1949.9410403214051
4525.169380618953,0.35093810645364154,176.15362612665325,1.0,,9.0,Agricolo,,Tradizionale,False,1838.5821908264786
6020.570352111835,4.48409660876554,97.50928454979413,0.0,35.0,4.0,Agricolo,Sud,Tradizionale,True,2437.480926209672
4490.366830223934,1.9419199143655563,18.291043306142754,3.0,,4.0,Agricolo,Sud,Biologico,False,1802.5340450814165
6024.322090034494,4.555921050027547,88.8021814105318,2.0,34.0,5.0,Agricolo,Centro,Biologico,True,2436.969490436957
3917.2552707658533,4.303681053892542,110.61764734367823,5.0,27.0,7.0,Boschivo,Centro,Biologico,False,1601.587402509445
2989.041454526421,2.011640280995814,117.02612546693825,3.0,31.0,6.0,Agricolo,Centro,Biologico,False,
5882.914203884336,1.5444167430616784,90.51846859638101,3.0,23.0,8.0,Agricolo,Sud,Tradizionale,True,2381.221222132649
3906.755281511876,0.7075589812512184,87.45225895545454,5.0,25.0,3.0,Boschivo,Centro,Biologico,False,1590.4377902913868
5332.584792039609,4.027830957984301,79.69139527114807,3.0,36.0,3.0,Montano,Nord,Biologico,True,2157.8413353971882
5985.043690104414,3.1083114675170713,75.79573984748014,5.0,31.0,8.0,Agricolo,Nord,Biologico,True,2418.2561979960096
5266.911112368227,0.44898951699637923,85.71066309209,3.0,29.0,,Boschivo,Centro,Tradizionale,True,2133.3776438749182
6207.195885542363,1.4180485115686796,136.95018656843678,4.0,33.0,3.0,,Nord,Biologico,,2525.163410187476
6480.579641223764,1.333410759183905,135.77541796601426,4.0,25.0,8.0,Agricolo,Centro,Tradizionale,,2634.1644818793097
2481.70018457726,2.9722031515600014,102.48593923308222,1.0,36.0,5.0,Boschivo,Nord,Biologico,False,1023.7258556008287
2902.4883913240674,1.151949947375119,115.18141995382017,3.0,29.0,3.0,Boschivo,Centro,Biologico,False,1196.4497825157732
5357.723901077422,2.7889194589713684,139.62278803940552,4.0,30.0,6.0,Boschivo,Centro,Biologico,True,2186.1763968427904
3602.6681851829276,4.218161093385937,111.15887178107162,3.0,26.0,7.0,Boschivo,Nord,Biologico,False,1475.3149356074928
5286.124975557752,2.531506847050606,84.52393753181303,5.0,27.0,7.0,Agricolo,Centro,Biologico,True,2141.3071714826447
3259.049819502816,4.04746582408149,113.4551495939439,4.0,27.0,3.0,Agricolo,Centro,Biologico,False,1338.8564726793095
4921.011023430627,,108.44714185175829,5.0,27.0,5.0,Boschivo,Centro,Tradizionale,False,2002.4385519277782
6636.850710394933,,69.51968961214624,0.0,26.0,5.0,Agricolo,Centro,Biologico,True,2675.596191041617
4716.2057369055265,1.8492646586945272,102.57909441170597,3.0,32.0,6.0,Boschivo,Centro,Biologico,False,1918.1560230857224
6812.323590353404,,93.87504220521708,3.0,,6.0,Agricolo,Nord,Biologico,True,2753.991948802927
6851.425991007287,2.3264985856205027,71.13619159970553,4.0,19.0,3.0,Boschivo,Nord,Tradizionale,True,2763.1112538828265
4325.838252389907,1.7296342436371537,107.75455124764687,2.0,48.33457708975222,,Agricolo,Sud,Biologico,False,1763.261666330257
