Numero di Veicoli,Velocità Media,Incidenze,Tipo di Strada,Veicoli Sostituiti,Numero di Incidenti,Categoria Strada,Ora del Giorno,Giorno della Settimana,Allerta Traffico,Predict
5167.356459411278,53.34256312284388,4.049158420139165,10.0,106.0,16.0,Autostrada,Mattina,Sabato,True,1029.351783096013
4937.1975832966355,,,4.0,122.0,10.0,Autostrada,Sera,Sabato,False,987.4326905790691
4364.776453727093,98.06717328399691,4.845414362452533,10.0,101.0,8.0,Strada Urbana,Mattina,Domenica,False,864.6021977257548
6674.495875901122,98.72554180073081,1.6869150475274526,9.0,103.0,18.953642585370954,Autostrada,Pomeriggio,Mercoledì,True,1325.5326955144096
6208.252698137138,43.22738748883607,6.157528576630801,6.0,90.0,7.0,Autostrada,Pomeriggio,Giovedì,True,1239.1750594515333
4345.711429491314,62.71045691073227,0.0,10.0,90.0,11.0,Strada Provinciale,Sera,Lunedì,,862.8712402071897
5164.432803979615,47.17916687792583,7.217107905545669,3.0,90.0,18.0,Strada Urbana,Mattina,Lunedì,True,1030.333776479794
7512.71776414955,,7.350821372274847,3.0,88.0,6.0,Strada Urbana,Pomeriggio,Martedì,True,1495.9297604978408
4815.533598441976,45.11500523848849,6.642354824490159,7.0,99.0,9.0,Strada Provinciale,Mattina,Domenica,False,960.5879256118934
6504.2711284281695,29.394244795912236,2.11106325906759,7.0,99.0,11.0,Autostrada,Notte,Martedì,True,1298.548120183763
4993.10205368082,65.7102273511623,7.302129378882222,14.812342138768171,101.0,11.0,Strada Urbana,Notte,Domenica,False,994.2400268147126
,92.04259902968343,6.81409740989241,9.0,94.0,9.0,Autostrada,Notte,Giovedì,True,1021.1971963716752
4472.171109248954,36.24115599381946,6.5339896537701305,10.0,114.0,18.953642585370954,,Notte,Giovedì,False,892.77030314654
5598.437031722812,59.82669880040384,4.787225222810236,8.0,96.0,12.0,Strada Provinciale,Sera,Mercoledì,True,1115.1409040313652
4875.373446324461,77.37571500525651,6.874325149210923,4.0,90.0,12.0,Strada Provinciale,Notte,Giovedì,False,969.3994153091298
5392.547615522118,28.59457046340583,6.666908692690941,10.0,115.0,16.0,,Sera,Venerdì,True,1077.6501386658902
,86.62646096207939,3.599725861173471,6.0,106.0,8.0,Autostrada,Pomeriggio,Giovedì,False,832.7352717926882
6530.176194077154,112.78595757540981,6.450570529517346,8.0,107.0,7.0,Autostrada,Sera,,True,1296.6918142167451
5904.912220705697,56.566336719940146,6.919841813774613,8.0,92.0,12.0,Strada Provinciale,Mattina,Mercoledì,True,1177.4017630132778
5848.844447887769,56.996608478043626,0.0,5.0,95.0,10.0,Strada Provinciale,Mattina,Sabato,True,1164.0692287297495
3828.0963648764878,38.13796365022955,1.5904464806092582,10.0,94.0,6.0,Strada Urbana,Pomeriggio,Sabato,False,762.2826105544574
6492.624908882583,,,10.0,92.0,9.0,Autostrada,Notte,Giovedì,True,1294.2443843918309
4235.250442291183,69.2988623045171,7.200153753883065,10.0,81.0,13.0,Autostrada,Sera,Venerdì,False,1557.454108723199
3671.737708764218,41.25337451483788,2.8957434998545497,9.0,112.0,8.0,Autostrada,Pomeriggio,Mercoledì,False,731.0909273513162
4082.976290486212,19.927440267873862,0.0,8.0,103.0,10.0,Autostrada,Pomeriggio,Venerdì,False,814.6025140704551
6179.887415583405,106.90843581358354,0.0,5.0,89.0,10.0,Strada Provinciale,Sera,Giovedì,True,1225.2866395353226
4972.680607867934,54.848562999729964,2.107283279331968,6.0,106.0,9.0,Strada Urbana,Sera,Venerdì,False,989.6834502574134
,10.599254206197664,1.2931194886869162,7.0,97.0,7.0,Strada Urbana,Mattina,Martedì,True,1127.44636248527
4488.808045071085,,7.374785267562533,7.0,115.0,10.0,Autostrada,Pomeriggio,,False,892.3590851055266
5281.7027181875455,73.0278486910428,2.1082976844886394,10.0,90.0,10.0,Strada Provinciale,Pomeriggio,Lunedì,True,1049.6702480737515
5423.897548168457,56.957536320507494,7.8820439634289094,3.0,99.0,8.0,Autostrada,Mattina,Martedì,True,1081.4483691906694
7333.202744449149,52.015188712583594,7.964450056292117,,115.0,16.0,Autostrada,Notte,Martedì,True,1463.8283650354592
4922.097803855152,103.41847029163858,6.9164139696561096,7.0,103.0,,Strada Provinciale,Pomeriggio,Venerdì,False,976.1526379327634
4478.768957966729,104.50775480874947,6.384194697146094,10.0,,8.0,Strada Provinciale,Mattina,Domenica,False,887.2182745216147
4776.020214897975,40.91531086683706,5.086628521925808,10.0,93.0,9.0,Strada Provinciale,Mattina,Mercoledì,False,952.6385004494891
,73.4566031257904,4.37522890490858,5.0,101.0,,Strada Urbana,Mattina,Venerdì,True,1458.167191072718
3480.367691377269,3.533399065262146,5.009556553513297,9.0,103.0,8.0,Strada Urbana,Mattina,,False,697.2230653349815
5616.147647958466,83.5924909280156,5.452017786590132,2.0,85.0,7.0,Strada Provinciale,Notte,Venerdì,True,1116.5058858348689
5679.5897794789325,15.950804242322514,0.0,14.812342138768171,104.0,11.0,Autostrada,Pomeriggio,Domenica,True,1134.3228754715542
5943.023985838917,14.15753395301245,3.7094440124502044,10.0,91.0,11.0,,Notte,Mercoledì,True,1188.3018769762173
6116.7890476414395,19.09481588213881,8.25470880323117,6.0,106.0,14.0,Strada Provinciale,Notte,Lunedì,True,1224.3559303615223
6915.142905540814,92.92475707049901,5.720637342826537,3.0,87.0,17.0,Strada Provinciale,Pomeriggio,,True,1375.4522966039613
7361.045278622229,26.937413953243706,6.442055354743712,4.0,94.0,13.0,Autostrada,Mattina,Domenica,True,1471.4479309355445
6533.436984578804,74.05513005169962,5.003890709979145,7.0,100.0,11.0,Autostrada,Sera,Giovedì,True,1300.7830511235848
3690.8143673165077,0.09940081360031883,8.103276653043963,7.0,86.0,7.0,Strada Urbana,Pomeriggio,Lunedì,False,740.5839163778547
5173.097735153274,18.994836731691414,4.910103844910969,2.0,79.0,11.0,Strada Provinciale,Notte,Mercoledì,True,1034.1930945109589
4406.7995062398495,19.848639824685954,8.062766152110829,10.0,107.0,7.0,Autostrada,Mattina,Martedì,False,881.7938671111345
3295.4562988209404,113.41683219226985,4.410250263400026,8.0,113.0,6.0,,Notte,Giovedì,False,649.0726516239812
4739.946392325184,107.37165369844283,6.7075218246665855,6.0,96.0,11.0,Strada Provinciale,Mattina,Lunedì,False,939.2643696425926
6605.987765320708,101.39730381048803,1.8459550067797785,3.0,,12.0,Autostrada,Sera,Sabato,True,1311.6116091851268
4640.216327884166,38.856910094672024,4.486563920592689,8.0,101.0,11.0,Autostrada,Pomeriggio,Venerdì,False,925.5035437435439
4280.804768839452,70.11233883719242,5.066716516673422,9.0,91.0,,Autostrada,Pomeriggio,Mercoledì,False,850.6697348391732
4806.723432941975,3.3776362755145506,1.3300419997182371,10.0,103.0,10.0,Strada Provinciale,Sera,Mercoledì,False,961.4059355607592
4414.925626507045,74.11610503915253,2.5988512133635497,9.0,114.0,8.0,Strada Urbana,Pomeriggio,Giovedì,False,876.3531701615029
5476.737061476082,109.96572941439908,7.138312793900358,5.0,94.0,7.0,Autostrada,,Sabato,True,1086.4923331919467
3737.5133325279503,55.615807907108675,5.787997578342067,9.0,189.9595394490244,12.0,Autostrada,Pomeriggio,,False,743.6774849883818
5249.985977251287,51.636698332792584,5.886017340285431,8.0,89.0,8.0,Strada Urbana,Notte,Sabato,True,1046.5993308190639
5630.887193920993,,4.820373398025438,4.0,106.0,7.0,Autostrada,Pomeriggio,Venerdì,True,1122.255446475951
2624.301405447836,113.42466371960222,0.39429737893668104,7.0,108.0,7.0,Strada Urbana,Pomeriggio,Lunedì,False,513.636103931288
7028.690771239375,47.27103524023269,4.315421300591445,10.0,98.0,15.0,Strada Provinciale,Notte,Venerdì,True,1402.3056771140293
5658.7781673245745,22.270217553202144,8.819612120821684,8.0,87.0,6.0,Strada Provinciale,Sera,Domenica,True,1132.1744953458413
,92.63652835055572,4.514867989891544,10.0,106.0,13.0,Autostrada,Notte,Domenica,False,983.493392569063
4671.777432519653,78.49123317177867,11.215511217381541,10.0,100.0,13.0,Autostrada,Notte,Giovedì,False,929.8710165519674
3552.4714718818714,101.11043043138983,0.44693018205754864,10.0,86.0,8.0,Autostrada,,Lunedì,False,700.5173303878526
4496.804369084895,78.8109718021263,5.958326414429687,6.0,114.0,4.0,Autostrada,Pomeriggio,Mercoledì,False,893.2672745610955
6790.970602391291,91.39212869336181,7.309482291069517,8.0,102.0,8.0,Strada Provinciale,Pomeriggio,Venerdì,True,
4849.92257557824,89.37963365044696,4.200699923718287,10.0,97.0,15.0,Autostrada,Mattina,Giovedì,False,962.3067617277188
4740.459405412885,66.90752073341534,7.368940595227477,10.0,97.0,13.0,Autostrada,Pomeriggio,,False,943.6118111878037
,29.242174379881327,4.81882946871599,7.0,93.0,14.0,Autostrada,Mattina,Giovedì,False,974.4115766296924
5471.257997478854,,9.383870236990253,10.0,109.0,10.0,Strada Provinciale,Mattina,Domenica,True,
4315.964434983369,63.81583692851932,9.557891178005308,10.0,107.0,7.0,Strada Urbana,Pomeriggio,Martedì,False,859.6786706572235
6933.201337237957,49.319015226776116,9.539829134121389,8.0,100.0,8.0,Autostrada,Pomeriggio,Venerdì,True,1384.5703146651501
5121.345453953344,111.03313048595074,1.595962974637386,6.0,95.0,8.0,Strada Urbana,Mattina,,True,1013.6445666344649
7850.518184409375,60.270966147407755,6.153146641195049,10.0,90.0,6.0,Autostrada,Sera,,True,1397.042022206933
5416.261214884713,106.7877175745827,7.557620691101491,8.0,,8.0,Strada Provinciale,Pomeriggio,Mercoledì,True,1074.840757426815
6464.9618496401035,97.41410231057864,1.697937913185135,,,11.0,Strada Provinciale,Mattina,Venerdì,True,1283.7603410709185
5157.23610427982,60.893436954652394,2.9022635168115114,10.0,104.0,8.0,Strada Urbana,Pomeriggio,Lunedì,True,1026.2285562155423
5902.478008927611,36.61054465767656,1.6620240639827304,10.0,91.0,8.0,Autostrada,Pomeriggio,Sabato,True,1557.454108723199
3262.459127942314,19.603004609323914,,10.0,95.0,10.0,Autostrada,Notte,Giovedì,False,652.0615459146583
5650.629807268724,108.59056137075767,7.0491811447541775,,94.0,8.0,Strada Urbana,Notte,,True,1121.3816596600952
4855.841531037283,3.470268030147481,7.199591424498126,9.0,104.0,11.0,Strada Urbana,Notte,Lunedì,False,972.9811568317914
4783.854803230368,54.305451510856685,5.997445656842746,8.0,90.0,9.0,Autostrada,Notte,Lunedì,False,953.1396491920408
7583.415450578257,94.08913588871587,8.126931325370657,,99.0,14.0,Strada Provinciale,Pomeriggio,Sabato,True,1509.712255924391
7850.518184409375,111.91549601937103,2.4908681741527507,6.0,89.0,15.0,Autostrada,Notte,Martedì,False,924.8559501084716
3903.157685735664,40.94295664396646,8.886400696557878,10.0,70.0,8.0,Autostrada,Sera,Domenica,False,779.2031616917035
3648.345372305585,54.07021934809457,9.617591526546692,8.0,95.0,10.0,Autostrada,Notte,Giovedì,False,727.1473299842716
6137.52117454886,63.37506160483603,5.455821502675795,8.0,102.0,10.0,Autostrada,Sera,Mercoledì,True,1222.803475200091
,15.997433229187115,0.8427332376805055,6.0,86.0,10.0,Strada Provinciale,Pomeriggio,Domenica,False,931.4080963444155
4963.166859201915,0.4423908163119439,1.5312763240823228,9.0,,12.0,Autostrada,Notte,Venerdì,False,993.0485156559765
5118.122146773238,19.306499696767236,3.3858338242453634,10.0,105.0,6.0,Strada Urbana,,Mercoledì,True,1022.7095295322443
4424.162808134766,5.767801974234619,4.704714962340471,8.0,93.0,12.0,Autostrada,Notte,Martedì,False,885.667195918232
5207.8398753325955,44.46267006327093,7.866548891063859,9.0,101.0,8.0,Strada Provinciale,Mattina,Martedì,True,1039.4816727275113
5231.150970955589,0.6035911715808551,,7.0,98.0,6.0,Autostrada,Mattina,Sabato,True,1047.5395622996168
3311.6885834410937,12.181043869893543,10.434080878228817,5.0,106.0,18.953642585370954,Strada Urbana,Pomeriggio,Martedì,False,664.2498365646981
4001.981363727596,50.19754305083942,4.252523504438678,8.0,,12.0,Strada Urbana,Pomeriggio,Venerdì,False,796.652275491767
3967.6593150428034,94.57921125823815,1.4253369359850958,10.0,96.0,4.0,Strada Provinciale,Pomeriggio,Lunedì,False,784.5015429635325
6083.510624599434,3.8949380788369936,6.7444220085065165,14.812342138768171,103.0,6.0,Autostrada,Mattina,Mercoledì,True,1218.335957714555
,90.65881557603879,,10.0,112.0,10.0,Strada Urbana,,Mercoledì,True,1128.6692142725049
4596.10375624203,35.535245749971466,6.7253283292423385,7.0,189.9595394490244,13.0,Autostrada,Sera,,False,917.6848251721816
4288.638516489515,82.36298648124283,10.221481946075489,8.0,115.0,8.0,Autostrada,Sera,Mercoledì,False,852.5578492336014
4336.936356736604,100.0300694920248,3.4702681210288135,10.0,97.0,10.0,Strada Provinciale,Mattina,Martedì,False,858.4253448344269
6712.023230099956,45.72424341409588,10.417015067454985,6.0,94.0,7.0,,Notte,Lunedì,True,1340.9573261988182
3828.973324229395,38.91040205683207,8.25470880323117,6.0,114.0,7.0,Strada Urbana,Mattina,Mercoledì,False,763.2714589815743
4351.341768168351,86.83917927459666,5.513003095192477,7.0,102.0,7.0,Strada Urbana,Sera,Giovedì,False,863.2383366347684
3712.0067607124292,49.016343668881284,9.659415308754426,9.0,106.0,6.0,Strada Urbana,Sera,,False,740.397542368224
5925.5540150521,87.5055110743564,3.1981722226970897,9.0,91.0,13.0,Autostrada,Pomeriggio,Sabato,True,1177.3197035697935
5657.040201626245,76.93879739635197,8.146683815645895,6.0,85.0,9.0,Strada Provinciale,Sera,Sabato,True,1126.1581657303077
2824.7384070556964,61.639939558572586,3.077104935190623,5.0,85.0,12.0,Autostrada,Mattina,Sabato,False,559.7068189358394
3828.235389560461,104.5758933913625,5.513593873312342,8.0,96.0,11.0,Strada Urbana,Sera,Sabato,False,756.8435667349497
5244.637193002206,25.22717437466415,8.783347924181808,9.0,97.0,5.0,,Pomeriggio,Domenica,True,1049.0397255402295
4726.238330249987,54.8833120704274,2.9765263508635544,14.812342138768171,105.0,8.0,Autostrada,Pomeriggio,Venerdì,False,940.6522927482138
7203.642865035598,93.3921948195003,,10.0,81.0,9.0,Autostrada,Notte,Mercoledì,True,1434.2972491865269
4832.320156617179,95.71236224332817,8.116713057784954,10.0,101.0,14.0,Strada Provinciale,Notte,Sabato,False,959.3278090164386
5754.447576075583,79.08339722482813,9.436885280244553,6.0,97.0,16.0,,Sera,Mercoledì,True,
5085.468502320277,6.479567598722622,10.117568726401775,8.0,99.0,,Strada Urbana,Notte,,True,1019.4810143221038
5221.149542210364,78.21709579982817,5.767935458112393,,,10.0,Strada Provinciale,Notte,Mercoledì,True,1038.1385794995238
5313.555851142091,102.78966814809712,3.434799931269456,4.0,101.0,15.0,Autostrada,Pomeriggio,Martedì,True,
3631.9196695236205,53.802892076233434,1.6942204704323984,6.0,106.0,9.0,Autostrada,Notte,Lunedì,False,721.5119108382305
5021.2676409734995,,7.673776022554356,5.0,102.0,8.0,Strada Urbana,Notte,Mercoledì,False,996.4086006448715
3634.5694585987635,86.6282400800956,0.0,8.0,88.0,4.0,Autostrada,Mattina,Domenica,,718.2510677117432
3914.396118578445,73.41170029326733,3.9709109602866945,7.0,105.0,9.0,Strada Urbana,Mattina,Martedì,False,776.7293269744483
2914.371379142252,100.61558336887452,14.867290856252552,5.0,91.0,12.0,Strada Urbana,Pomeriggio,Sabato,,577.2729047484388
6332.331427941925,24.4470723546703,1.943917943979709,10.0,107.0,11.0,Strada Urbana,Sera,Martedì,True,1264.6047537361121
5888.6735051476135,84.60547493653347,0.0,10.0,82.0,15.0,Strada Urbana,Sera,Mercoledì,True,1169.2741535358693
6076.829387674054,107.32079286473973,0.8904580650987963,10.0,,10.0,Autostrada,Sera,Martedì,True,1204.9009356678666
4941.821882507108,20.491169421549245,5.1095370863770215,7.0,99.0,13.0,Autostrada,Sera,Giovedì,False,987.8481206851799
2624.00129725817,99.13650083736928,1.4098357944476776,10.0,92.0,18.953642585370954,Autostrada,Notte,Sabato,False,519.30587594213
,78.0854214200896,6.575436903920507,8.0,90.0,15.0,Autostrada,Pomeriggio,Venerdì,True,1179.6713365479893
4901.940903962414,99.13650083736928,2.268131255524693,6.0,91.0,8.0,Strada Urbana,Notte,Lunedì,False,972.8829865065778
4303.6660129349475,60.347667395381755,6.329916683675978,8.0,100.0,19.0,Strada Urbana,Mattina,Mercoledì,False,856.5974108525542
5237.88585044673,6.061414936085123,6.3190484008559995,7.0,92.0,8.0,Strada Urbana,Sera,Sabato,True,1048.8667431159945
4969.273698236103,106.8672786480468,10.924616347320733,9.0,97.0,10.0,Autostrada,Notte,Giovedì,False,986.4453966866122
4423.257903927879,61.45576956989396,1.0383254869315284,7.0,84.0,12.0,Strada Urbana,Notte,Giovedì,False,878.8175014746658
5226.369556136333,2.7054688478994926,1.102031646740465,9.0,108.0,8.0,Autostrada,Pomeriggio,Lunedì,True,1045.333973836499
5489.052614786397,55.25216269963012,2.421248175414577,10.0,85.0,10.0,Autostrada,Notte,Giovedì,True,1093.0116811399407
5937.900594978661,44.625299002722684,8.28763430632927,,107.0,16.0,,Notte,Martedì,True,1185.6038793873586
5704.382645153348,22.93849044266162,6.0516261583463775,6.0,107.0,7.0,Autostrada,Pomeriggio,Sabato,True,
5214.257507773771,118.26054563495279,4.3112228003414454,,97.0,,Strada Urbana,Mattina,Sabato,True,1032.3188138313615
4159.166434602375,26.88627542519486,0.723383081656042,3.0,99.0,,Autostrada,Mattina,,False,829.3616743024523
3573.8247300844523,50.92708745705531,,10.0,111.0,14.0,Strada Urbana,Sera,Lunedì,False,709.6722372711849
5755.377287331246,99.13650083736928,3.8842498288303298,6.0,93.0,11.0,Autostrada,Notte,Mercoledì,True,1148.7473728808225
4841.990661088546,30.390069171599684,,7.0,110.0,8.0,Autostrada,Notte,Giovedì,False,966.6732441667871
6288.920337562216,15.58470375588076,0.0,7.0,99.0,7.0,Autostrada,Notte,Mercoledì,True,1256.2255971368554
3754.1565694929013,100.41004974711302,8.4049997017881,9.0,102.0,9.0,Autostrada,Mattina,Mercoledì,False,743.3118088344055
5170.846333953666,2.2788107944211378,2.661162795074639,5.0,99.0,17.0,Strada Urbana,Mattina,Giovedì,True,1034.7397345498134
2741.946533856564,104.48105536477372,4.171945594948016,,189.9595394490244,10.0,Autostrada,Sera,Mercoledì,False,539.1927849133199
4685.7438774316415,76.10641100071888,3.590465426445485,5.0,107.0,7.0,Strada Provinciale,Notte,Mercoledì,False,930.61527401419
3649.0062632774575,43.156222459879935,3.690998107434601,9.0,95.0,14.0,Autostrada,Notte,Venerdì,False,726.592929841734
4901.342340860195,95.18392119847238,4.283763357394646,9.0,100.0,11.0,Strada Provinciale,Mattina,Giovedì,False,972.0352050594101
6210.761965330236,,3.2949805942859047,6.0,98.0,,Autostrada,Notte,Sabato,True,
,1.2211248861028645,7.624575454504045,6.0,108.0,7.0,Autostrada,Notte,Sabato,True,
4856.852550126834,115.87136319318586,6.615643037246343,4.0,114.0,10.0,Strada Urbana,Pomeriggio,Lunedì,False,961.7680666172222
4735.6752004092505,,4.738268081865388,6.0,101.0,7.0,Autostrada,Mattina,Mercoledì,False,947.5507390372333
6514.929183516728,66.7209678273694,7.270854519239183,3.0,94.0,13.0,Strada Provinciale,Pomeriggio,Domenica,True,1298.4949962763806
3731.896968064102,108.08354908452256,0.0,9.0,79.0,14.0,Strada Provinciale,Pomeriggio,Venerdì,False,735.5710387043682
5735.884406612544,114.05073524793214,4.846538022692866,9.0,81.0,9.0,Autostrada,Pomeriggio,Venerdì,True,1137.2257692045234
4914.677329949213,21.856569984842167,5.961492909223093,8.0,111.0,10.0,Strada Provinciale,Sera,Sabato,False,982.5382568641254
3778.3289772285298,4.21786991372417,10.60473672093301,8.0,109.0,15.0,Autostrada,Sera,Martedì,False,758.4254294706135
2420.891772120994,68.44297341828992,5.809999803361065,7.0,89.0,13.0,Strada Urbana,Sera,,False,479.07705702337813
5427.384490786142,36.07331295606167,,10.0,92.0,18.953642585370954,Autostrada,Notte,Lunedì,True,1084.6201749921008
4559.470676775747,2.9149802169160077,7.095373012256492,,71.0,13.0,Strada Urbana,Sera,Venerdì,False,913.7312492371349
3717.5856523392204,43.500852821032396,5.782850316678559,6.0,103.0,8.0,Strada Provinciale,Sera,Sabato,False,740.9019002807445
4902.249176567526,68.16136118498471,4.487722239286089,3.0,98.0,14.0,Strada Urbana,Notte,Giovedì,False,974.9800158667927
4921.658384317166,97.95642162039064,3.512613110815466,9.0,112.0,3.0,Strada Urbana,Pomeriggio,Venerdì,False,975.5898186346387
5088.131534514599,52.663822588298956,9.197494870489388,9.0,98.0,17.0,Strada Urbana,Pomeriggio,Venerdì,True,1015.1191731052367
4881.218150717693,12.767011072713611,2.43523269192205,10.0,111.0,12.0,Autostrada,Mattina,Lunedì,False,975.697498843844
5356.134756386811,119.14975744571716,6.871353293342134,,121.0,11.0,Autostrada,Notte,Mercoledì,True,1061.3733815207934
3761.290420310697,2.2248067367402458,8.934273336604019,10.0,90.0,10.0,Autostrada,Sera,Mercoledì,False,754.7158853894466
2792.892686672471,8.509079527075194,6.271120033907554,,101.0,11.0,Autostrada,Mattina,Lunedì,False,
5048.0217240520715,30.31445242704189,3.024152192423156,9.0,93.0,10.0,Autostrada,Mattina,Giovedì,True,1007.4801452254371
4282.751585817966,50.75020485836467,0.3245161913992032,7.0,99.0,16.0,Autostrada,Notte,Sabato,False,851.5726515351765
6098.670067412415,65.3623682955196,0.9685327793257228,4.0,102.0,14.0,Autostrada,Pomeriggio,Venerdì,True,1213.488336486729
6190.299072726409,3.18938443589436,9.871142494562212,4.0,89.0,13.0,Autostrada,Notte,Martedì,True,1240.7022188500612
5568.8145203997665,61.97463074020685,0.0,,98.0,10.0,Autostrada,Mattina,,True,1107.5654410059326
6176.94330003153,64.85988751131957,4.219530262252446,10.0,97.0,,Autostrada,Sera,Venerdì,True,1230.1685303338497
3219.5743279268313,19.41414379618951,4.530088112506391,14.812342138768171,105.0,10.0,Strada Provinciale,Mattina,Mercoledì,False,643.3324776394992
5822.667590095751,11.779888354456558,1.1846415853770758,1.0,106.0,3.0,Strada Provinciale,Sera,Domenica,True,1163.7109216593178
4586.889569006625,90.4825050665109,3.124546429849237,4.0,101.0,12.0,Strada Urbana,Notte,Venerdì,False,909.2670272236287
6445.932937430008,82.43833184723555,8.25470880323117,9.0,104.0,7.0,Autostrada,Pomeriggio,Mercoledì,True,1283.5692566223904
5855.400651510654,37.15339548783018,6.019879635701566,10.0,120.0,7.0,Autostrada,Notte,Lunedì,True,1169.1707546440582
5070.70174726947,49.58178048252298,1.1766848066326183,10.0,81.0,7.0,Autostrada,Pomeriggio,Venerdì,,1009.5351768476315
7653.205207437725,12.420315591955614,9.1367215692676,4.0,103.0,12.0,Strada Provinciale,Sera,Giovedì,True,1532.14002639913
4935.7062131402245,38.32311021317317,3.362537271722796,6.0,101.0,7.0,Autostrada,Mattina,Martedì,False,984.3176927882445
5538.689487866413,91.37193609755383,10.388497795526678,5.0,92.0,12.0,Autostrada,Mattina,Mercoledì,True,1101.7172533021853
4497.425341443108,93.97537811720387,6.396973121938588,10.0,104.0,15.0,Autostrada,Pomeriggio,Mercoledì,False,892.0066224134828
5093.138883886496,112.8097914843806,8.416089268758498,5.0,118.0,6.0,Autostrada,Notte,Domenica,True,1009.8716244094887
6017.672308856652,0.019650163998963244,1.5556605557954892,10.0,91.0,13.0,Strada Urbana,Notte,Lunedì,,1557.454108723199
5951.308733984479,87.50514168458002,5.483547247421636,5.0,100.0,10.0,Autostrada,,Giovedì,True,1183.1562968026642
5264.8198770685885,88.36176907213812,10.06999210533716,8.0,89.0,14.0,Strada Urbana,Notte,Giovedì,True,1047.1487961381051
5559.365415093734,42.606650584944305,6.325117377883898,10.0,119.0,7.0,Autostrada,Sera,Sabato,True,1109.5099531736175
6708.1878880201975,,3.0674300156253222,10.0,120.0,5.0,Autostrada,Notte,Lunedì,True,1336.2009919885113
6533.340270612469,40.85175110851549,2.730808465191478,8.0,133.0,8.0,Autostrada,Mattina,Giovedì,True,1303.4021215511998
5243.888405706733,100.38826365350131,6.331476477263453,8.0,117.0,,Strada Provinciale,Mattina,Domenica,True,1040.6382977191756
,53.43308000476793,1.1847546807819382,5.0,94.0,9.0,Autostrada,Pomeriggio,Lunedì,False,563.8311199681875
,45.8834508729452,3.264329376038023,10.0,189.9595394490244,9.0,Autostrada,Mattina,Domenica,,1277.7951709328
7084.0789453119305,51.731896382509056,2.2701764825333277,5.0,113.0,20.0,,Sera,Domenica,True,1412.3236523688952
5298.4316875772065,74.2625160815393,5.097848422427022,8.0,94.0,7.0,Autostrada,Sera,Lunedì,,
4965.171170585842,56.62972760514174,6.846673208118196,10.0,101.0,,Strada Provinciale,Mattina,Martedì,False,989.4252633190898
5495.7544705755845,4.654786484390834,11.967495718917181,10.0,112.0,7.0,Autostrada,Pomeriggio,Mercoledì,True,1102.275664182353
6000.632506230054,98.21279631695488,1.8031043601795198,7.0,94.0,6.0,Autostrada,Mattina,Martedì,True,1190.8461529223691
,53.15819065934822,4.763300741426113,4.0,114.0,14.0,Strada Urbana,Pomeriggio,Mercoledì,,920.4104308692529
5057.850644964377,8.580046131691068,3.08570222934965,9.0,91.0,11.0,Strada Urbana,Sera,Giovedì,True,1011.6378350485113
3372.557481894132,26.88070187853533,,8.0,105.0,19.0,Autostrada,Mattina,Domenica,False,674.476379967606
,63.888598948616796,7.25410700019847,4.0,86.0,9.0,Strada Urbana,Notte,Sabato,False,871.9093596980995
6413.078911877134,116.59141571649725,0.0,6.0,94.0,8.0,Autostrada,Pomeriggio,Giovedì,True,1270.956640803777
5921.6637941586005,75.12807660083266,4.8516416172995624,10.0,94.0,12.0,Autostrada,Pomeriggio,Martedì,True,1178.2754436568266
2858.709735120598,72.97686623023968,5.236219733854411,8.0,96.0,8.0,Strada Provinciale,Pomeriggio,Venerdì,False,566.015126321252
6666.466301968794,53.218244957886405,5.911845862090141,10.0,,8.0,Autostrada,Sera,Domenica,True,1329.7449896565972
4890.473973882639,17.60600623888781,3.770881069352246,10.0,96.0,6.0,Strada Urbana,Pomeriggio,Mercoledì,False,977.4654584734449
6002.45231614128,16.3261274143698,4.215439129762253,7.0,114.0,9.0,Autostrada,Notte,,True,1200.1224822257477
5329.3865759972205,10.926214312833395,7.536887216057712,10.0,111.0,10.0,Strada Urbana,Pomeriggio,Venerdì,True,1067.0457599329782
5345.596289938593,32.48334531337781,3.163825099458396,10.0,109.0,11.0,Autostrada,Mattina,Giovedì,True,1066.8200709862183
4818.3627523806845,114.53746288146685,2.564850420258591,10.0,189.9595394490244,13.0,Autostrada,Pomeriggio,Mercoledì,False,952.9882593140678
4994.044910693893,12.314779125259605,1.7744459898756206,10.0,83.0,13.0,Strada Urbana,Sera,Sabato,False,998.1098380232154
3377.222234364601,21.24903626636464,5.234423695260951,10.0,94.0,8.0,Autostrada,Mattina,Domenica,False,674.8898703548622
4522.405323173373,11.678843546392837,,7.0,117.0,10.0,Autostrada,Sera,Lunedì,False,904.177750500952
4736.413605953775,60.26684451703514,4.391588914434429,3.0,113.0,9.0,Strada Provinciale,Mattina,Giovedì,False,942.5735134133819
3541.635747247274,99.13650083736928,1.1089569422326053,10.0,111.0,14.0,,Pomeriggio,Domenica,False,705.2007863687984
4616.806384067205,36.954629103324415,3.5743074307390543,8.0,189.9595394490244,10.0,Strada Urbana,Pomeriggio,Lunedì,False,920.7381061323302
4614.086915675825,66.23947849154985,7.326988107704432,10.0,96.0,6.0,Autostrada,Sera,Mercoledì,False,918.3915317183214
3613.7109894041687,63.000766141692665,3.137140096440451,7.0,95.0,8.0,Autostrada,Sera,Martedì,False,717.3832632955967
4635.518348787314,73.13093239038751,4.780846964569887,7.0,86.0,12.0,Autostrada,,Martedì,False,921.224830607795
